1.9500000E+00 		 2.5000000E-02 		 6.9430216E-02
1.9500000E+00 		 5.0000000E-02 		 6.9430216E-02
1.9750000E+00 		 2.5000000E-02 		 1.0495348E-01
1.9750000E+00 		 5.0000000E-02 		 1.0495348E-01
1.9750000E+00 		 7.5000000E-02 		 1.0495348E-01
1.9750000E+00 		 1.0000000E-01 		 1.0495348E-01
2.0000000E+00 		 2.5000000E-02 		 1.3031204E-01
2.0000000E+00 		 5.0000000E-02 		 1.3031204E-01
2.0000000E+00 		 7.5000000E-02 		 1.3031204E-01
2.0000000E+00 		 1.0000000E-01 		 1.3031204E-01
2.0000000E+00 		 1.2500000E-01 		 1.3031204E-01
2.0000000E+00 		 1.5000000E-01 		 1.3031204E-01
2.0250000E+00 		 2.5000000E-02 		 1.4768804E-01
2.0250000E+00 		 5.0000000E-02 		 1.4768804E-01
2.0250000E+00 		 7.5000000E-02 		 1.4768804E-01
2.0250000E+00 		 1.0000000E-01 		 1.4768804E-01
2.0250000E+00 		 1.2500000E-01 		 1.4768804E-01
2.0250000E+00 		 1.5000000E-01 		 1.4768804E-01
2.0250000E+00 		 1.7500000E-01 		 1.4768804E-01
2.0500000E+00 		 2.5000000E-02 		 1.5926361E-01
2.0500000E+00 		 5.0000000E-02 		 1.5926361E-01
2.0500000E+00 		 7.5000000E-02 		 1.5926361E-01
2.0500000E+00 		 1.0000000E-01 		 1.5926361E-01
2.0500000E+00 		 1.2500000E-01 		 1.5926361E-01
2.0500000E+00 		 1.5000000E-01 		 1.5926361E-01
2.0500000E+00 		 1.7500000E-01 		 1.5926361E-01
2.0500000E+00 		 2.0000000E-01 		 1.5926361E-01
2.0750000E+00 		 2.5000000E-02 		 1.6722090E-01
2.0750000E+00 		 5.0000000E-02 		 1.6722090E-01
2.0750000E+00 		 7.5000000E-02 		 1.6722090E-01
2.0750000E+00 		 1.0000000E-01 		 1.6722090E-01
2.0750000E+00 		 1.2500000E-01 		 1.6722090E-01
2.0750000E+00 		 1.5000000E-01 		 1.6722090E-01
2.0750000E+00 		 1.7500000E-01 		 1.6722090E-01
2.0750000E+00 		 2.0000000E-01 		 1.6722090E-01
2.0750000E+00 		 2.2500000E-01 		 1.6722090E-01
2.1000000E+00 		 2.5000000E-02 		 1.7374204E-01
2.1000000E+00 		 5.0000000E-02 		 1.7374204E-01
2.1000000E+00 		 7.5000000E-02 		 1.7374204E-01
2.1000000E+00 		 1.0000000E-01 		 1.7374204E-01
2.1000000E+00 		 1.2500000E-01 		 1.7374204E-01
2.1000000E+00 		 1.5000000E-01 		 1.7374204E-01
2.1000000E+00 		 1.7500000E-01 		 1.7374204E-01
2.1000000E+00 		 2.0000000E-01 		 1.7374204E-01
2.1000000E+00 		 2.2500000E-01 		 1.7374204E-01
2.1000000E+00 		 2.5000000E-01 		 1.7374204E-01
2.1250000E+00 		 2.5000000E-02 		 1.8079674E-01
2.1250000E+00 		 5.0000000E-02 		 1.8079674E-01
2.1250000E+00 		 7.5000000E-02 		 1.8079674E-01
2.1250000E+00 		 1.0000000E-01 		 1.8079674E-01
2.1250000E+00 		 1.2500000E-01 		 1.8079674E-01
2.1250000E+00 		 1.5000000E-01 		 1.8079674E-01
2.1250000E+00 		 1.7500000E-01 		 1.8079674E-01
2.1250000E+00 		 2.0000000E-01 		 1.8079674E-01
2.1250000E+00 		 2.2500000E-01 		 1.8079674E-01
2.1250000E+00 		 2.5000000E-01 		 1.8079674E-01
2.1500000E+00 		 2.5000000E-02 		 1.8835870E-01
2.1500000E+00 		 5.0000000E-02 		 1.8835870E-01
2.1500000E+00 		 7.5000000E-02 		 1.8835870E-01
2.1500000E+00 		 1.0000000E-01 		 1.8835870E-01
2.1500000E+00 		 1.2500000E-01 		 1.8835870E-01
2.1500000E+00 		 1.5000000E-01 		 1.8835870E-01
2.1500000E+00 		 1.7500000E-01 		 1.8835870E-01
2.1500000E+00 		 2.0000000E-01 		 1.8835870E-01
2.1500000E+00 		 2.2500000E-01 		 1.8835870E-01
